,week_of_outbreak,state_ut,district,Disease,Cases,Deaths,day,mon,year,Latitude,Longitude,preci,LAI,Temp
4991,35th week,Bihar,Banka,Acute Diarrhoeal Disease,38,,19,8,2014,24.8655681,86.87278642,0.8109946902,6.0,
4992,35th week,Bihar,Madhubani,Acute Diarrhoeal Disease,22,1.0,20,8,2014,26.350072,86.22914689,1.138553184,,289.59000000000003
4993,35th week,Chhattisgarh,Raigarh,Acute Diarrhoeal Disease,22,,23,8,2014,22.5,83.5,0.3470990442,15.0,302.43333340000004
4994,35th week,Chhattisgarh,Raigarh,Acute Diarrhoeal Disease,24,,21,8,2014,22.5,83.5,0.3177225546,,301.52
4995,35th week,Haryana,Panchkula,Cholera,761,,29,8,2014,30.7137692,76.868276,0.03640993686,,303.76
4996,35th week,Jharkhand,Dumka,Acute Diarrhoeal Disease,42,,26,8,2014,24.2538512,87.30064714,0.5022154604,14.0,302.76
4997,35th week,Jharkhand,Sahebganj,Acute Diarrhoeal Disease,14,,21,8,2014,25.244263,87.6348084,0.8494099634,,298.0
4998,35th week,Jharkhand,Latehar,Malaria,148,,28,8,2014,23.74186545,84.51301367,0.2989697937,,300.4733334
4999,35th week,Karnataka,Kolar,Dengue And Chikungunya,48,1.0,20,8,2014,13.1367201,78.1337246,0.4409721508,,309.82
5000,35th week,Maharashtra,Ahmednagar,Malaria,14,,22,8,2014,19.1627725,74.8580243,0.2078403457,7.0,304.35
5001,35th week,Maharashtra,Dhule,Acute Diarrhoeal Disease,11,,26,8,2014,21.13170235,74.48990147,0.8453425385,10.0,307.76
5002,35th week,Maharashtra,Nanded,Dengue,124,,25,8,2014,19.09400875,77.48319215,0.2181573568,14.0,307.888
5003,35th week,Maharashtra,Nandurbar,Acute Diarrhoeal Disease,43,,21,8,2014,21.51450155,74.54070115,0.1531193868,,304.98
5004,35th week,Maharashtra,Sangli,Acute Diarrhoeal Disease,50,,23,8,2014,17.1726928,74.58676543,0.5778216892,12.0,303.32
5005,35th week,Madhya Pradesh,Burhanpur,Acute Diarrhoeal Disease,20,,23,8,2014,21.3118839,76.2291992,0.5266852357,14.0,308.7
5006,35th week,Madhya Pradesh,Panna,Acute Diarrhoeal Disease,24,,13,8,2014,24.5,80.25,0.7564161567,,
5007,35th week,Odisha,Cuttack,Cholera,14,,29,8,2014,20.4686,85.8792,0.683741421,,303.56
5008,35th week,Odisha,Ganjam,Acute Diarrhoeal Disease,19,1.0,17,8,2014,19.4129711,85.04710406,,10.0,303.59000000000003
5009,35th week,Odisha,Ganjam,Acute Diarrhoeal Disease,20,,22,8,2014,19.4129711,85.04710406,,8.0,302.4866666
5010,35th week,Puducherry,Puducherry,Dengue,23,,25,8,2014,11.9340568,79.8306447,0.1876158662,9.0,302.83
5011,35th week,Tamil Nadu,Tuticorin,Dengue,12,,27,8,2014,8.8052602,78.1452745,0.2282621062,4.0,314.7066666
5012,35th week,West Bengal,Hooghly,Cholera,58,,22,8,2014,22.9052114,88.3760639,0.8979382878,12.0,300.29
5013,35th week,West Bengal,Hooghly,Dengue,59,,29,8,2014,22.9052114,88.3760639,0.6230619635,,303.08
5014,35th week,Chhattisgarh,Janjgir,Acute Diarrhoeal Disease,20,,10,8,2014,22.0090841,82.578896,1.589078257,5.0,300.38
5015,35th week,Chhattisgarh,Raigarh,Acute Diarrhoeal Disease,24,,25,7,2014,22.5,83.5,1.231890037,6.0,
5016,35th week,Maharashtra,Nagpur,Dengue,36,,11,8,2014,21.1498134,79.0820556,0.4583644864,11.0,308.07
5017,35th week,West Bengal,North 24 Parganas,Cholera,477,,18,7,2014,22.642931,88.8930579,0.7140316173,8.0,302.46
5018,35th week,West Bengal,Malda,Malaria,151,1.0,17,8,2014,25.0057449,88.1398483,1.35079462,2.0,300.72
5019,35th week,West Bengal,North 24 Parganas,Dengue,647,1.0,14,8,2014,22.642931,88.8930579,0.8444360472,8.0,301.79
5020,36th week,Assam,Dima Hasao,Malaria,64,,25,8,2014,25.40036255,93.07522923,0.5269555396,4.0,299.7
5021,36th week,Assam,Lakhimpur,Cholera,59,1.0,4,9,2014,27.0827158,93.9978423,0.2732600276,24.0,302.944
5022,36th week,Gujarat,Bharuch,Acute Diarrhoeal Disease,26,,5,9,2014,21.75,73.0,1.448381072,,298.26
5023,36th week,Gujarat,Narmada,Acute Diarrhoeal Disease,17,,2,9,2014,21.8678464,73.5025585,1.08466022,5.0,302.08
5024,36th week,Gujarat,Valsad,Acute Diarrhoeal Disease,13,,1,9,2014,20.43219565,73.1409893,3.157529629,7.0,
5025,36th week,Haryana,Kaithal,Acute Diarrhoeal Disease,14,,5,9,2014,29.82282075,76.37830987,0.7375409567,,300.8266666
5026,36th week,Jharkhand,Dumka,Acute Diarrhoeal Disease,43,,31,8,2014,24.2538512,87.30064714,0.4841006787,11.0,300.9066666
5027,36th week,Jharkhand,Lohardaga,Acute Diarrhoeal Disease,39,1.0,24,8,2014,23.46920055,84.73568423,0.3128925433,24.0,300.0
5028,36th week,Maharashtra,Akola,Dengue,101,1.0,1,9,2014,20.76181225,77.19211567,1.449853358,9.0,
5029,36th week,Maharashtra,Nashik,Dengue,26,,1,9,2014,20.0112475,73.7902364,3.080969198,5.0,
5030,36th week,Maharashtra,Nashik,Malaria,65,,15,8,2014,20.0112475,73.7902364,0.4786675808,8.0,300.6
5031,36th week,Maharashtra,Pune,Acute Diarrhoeal Disease,36,,27,8,2014,18.521428,73.8544541,1.062114181,11.0,303.08
5032,36th week,Madhya Pradesh,Sehore,Chikungunya,48,,4,9,2014,23.1156882,77.06623939,1.320522651,13.0,301.0
5033,36th week,Tamil Nadu,Kancheepuram,Dengue,42,,30,8,2014,12.87960515,79.70427615,0.1573792313,6.0,
5034,36th week,Tamil Nadu,Tiruvannamalai,Dengue,13,,6,9,2014,12.22721295,79.07015555,0.3490585958,,311.05
5035,36th week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,17,1.0,3,9,2014,25.1265777,83.24965577,0.2721729072,17.0,302.844
5036,36th week,Uttar Pradesh,Lakhimpur kheri,Acute Encephalitis Syndrome,3,,29,8,2014,27.98506015,80.75384538,0.08111239529,,301.85
5037,36th week,West Bengal,Birbhum,Acute Diarrhoeal Disease,32,,29,8,2014,24.0,87.583333,0.7284770323,,302.16
5038,36th week,West Bengal,Burdwan,Acute Diarrhoeal Disease,20,,2,9,2014,23.2495714,87.8681751,0.6415584593,13.0,297.2
5039,36th week,West Bengal,Purulia,Acute Diarrhoeal Disease,37,,7,9,2014,23.3291882,86.3672378,0.4035063195,15.0,300.0733334
5040,36th week,Chhattisgarh,Janjgir,Malaria,196,,22,8,2014,22.0090841,82.578896,0.1893889005,14.0,300.752
5041,36th week,Jharkhand,Ranchi,Acute Diarrhoeal Disease,24,,17,8,2014,23.3700501,85.3250387,0.7521532157,12.0,301.04
5042,36th week,Madhya Pradesh,Rewa,Acute Diarrhoeal Disease,21,,17,8,2014,24.756718,81.65493469,0.4729643307,11.0,303.76
5043,36th week,Haryana,Panchkula,Cholera,791,,29,8,2014,30.7137692,76.868276,0.03640993686,,303.76
5044,36th week,West Bengal,Hooghly,Dengue,164,,29,8,2014,22.9052114,88.3760639,0.6230619635,,303.08
5045,36th week,West Bengal,North 24 Parganas,Dengue,884,,11,8,2014,22.642931,88.8930579,0.7758508665,11.0,300.68
5046,37th week,Gujarat,Bharuch,Acute Diarrhoeal Disease,24,,8,9,2014,21.75,73.0,0.681560647,9.0,299.23
5047,37th week,Gujarat,Valsad,Acute Diarrhoeal Disease,15,,9,9,2014,20.43219565,73.1409893,1.361559202,10.0,297.89
5048,37th week,Karnataka,Bidar,Acute Diarrhoeal Disease,19,1.0,10,9,2014,18.083333,77.333333,0.6419066108,10.0,301.61333340000004
5049,37th week,Karnataka,Koppal,Acute Diarrhoeal Disease,18,,8,9,2014,15.3484144,76.1547421,0.2291705405,9.0,304.36
5050,37th week,Maharashtra,Gadchiroli,Malaria,17,1.0,4,9,2014,19.75907035,80.16228073,1.129491128,14.0,301.24
5051,37th week,Maharashtra,Nashik,Acute Diarrhoeal Disease,158,,9,9,2014,20.0112475,73.7902364,1.064333115,10.0,297.25
5052,37th week,Madhya Pradesh,Burhanpur,Malaria,13,,9,9,2014,21.3118839,76.2291992,1.47493632,11.0,301.43
5053,37th week,Madhya Pradesh,Burhanpur,Acute Diarrhoeal Disease,20,,3,9,2014,21.3118839,76.2291992,1.35702369,13.0,300.28000000000003
5054,37th week,Sikkim,North Sikkim,Acute Diarrhoeal Disease,24,,6,9,2014,27.666667,88.5,0.4646315671,,288.98400000000004
5055,37th week,Tamil Nadu,Cuddalore,Cholera,16,,11,9,2014,11.7564329,79.7634644,0.06392840193,9.0,307.46
5056,37th week,Tamil Nadu,Villupuram,Dengue And Chikungunya,26,1.0,8,9,2014,11.9415377,79.4861469,0.17582794,9.0,307.74
5057,37th week,Tamil Nadu,Krishnagiri,Dengue,10,,11,9,2014,12.5188835,78.2206536,0.01780704353,10.0,308.56
5058,37th week,Tamil Nadu,Pudukottai,Chikungunya,17,,12,9,2014,10.3826515,78.8191259,0.02296332081,9.0,312.9466666
5059,37th week,Tamil Nadu,Pudukottai,Dengue,21,,12,9,2014,10.3826515,78.8191259,0.02296332081,9.0,312.9466666
5060,37th week,Bihar,Banka,Acute Diarrhoeal Disease,101,,30,7,2014,24.8655681,86.87278642,0.6429880459,10.0,304.04
5061,37th week,Bihar,Madhubani,Acute Diarrhoeal Disease,17,,1,9,2014,26.350072,86.22914689,0.6258789936,21.0,293.22400000000005
5062,37th week,Gujarat,Bhavnagar,Malaria,32,,9,8,2014,21.7718836,72.1416449,0.2281555344,5.0,
5063,37th week,Karnataka,Tumkur,Dengue,51,,1,9,2014,13.3400771,77.1006208,0.5507075275,6.0,
5064,37th week,Maharashtra,Satara,Dengue,29,,12,8,2014,17.63612885,74.29827808,0.1562300671,,305.71
5065,37th week,Madhya Pradesh,Bhopal,Acute Diarrhoeal Disease,72,,1,9,2014,23.2584857,77.401989,0.581010585,14.0,304.0
5066,37th week,Madhya Pradesh,Shivpuri,Dengue And Malaria,212,5.0,1,9,2014,25.37524125,77.82811933,0.1813250442,16.0,306.7
5067,37th week,Assam,Lakhimpur,Cholera,110,3.0,4,9,2014,27.0827158,93.9978423,0.2732600276,24.0,302.944
5068,37th week,West Bengal,Purulia,Cholera,71,,7,9,2014,23.3291882,86.3672378,0.4035063195,15.0,300.0733334
5069,37th week,West Bengal,Birbhum,Dengue,152,,29,9,2014,24.0,87.583333,0.1947968649,,301.01
5070,38th week,Karnataka,Bangalore urban,Dengue,20,,14,9,2014,12.94514225,77.553645,0.02224671712,,305.0433334
5071,38th week,Karnataka,Ballari,Chikungunya,28,,18,9,2014,15.2485413,76.8323648,0.07066134202,10.0,301.9266666
5072,38th week,Madhya Pradesh,Sehore,Chikungunya,58,,13,9,2014,23.1156882,77.06623939,0.637046062,,
5073,38th week,Madhya Pradesh,Satna,Acute Diarrhoeal Disease,23,1.0,15,9,2014,24.5,81.0,0.316752176,15.0,300.64
5074,38th week,Maharashtra,Washim,Dengue,28,1.0,14,9,2014,20.28741775,77.2369655,0.705854471,,296.78000000000003
5075,38th week,Tamil Nadu,Madurai,Dengue,38,,16,9,2014,9.9261153,78.1140983,0.0532266498,5.0,314.512
5076,38th week,Tamil Nadu,Pudukkottai,Chikungunya,18,,16,9,2014,10.5,78.833333,0.05216851253,9.0,312.30666659999997
5077,38th week,West Bengal,South Parganas,Acute Diarrhoeal Disease,115,,18,9,2014,22.5760669,88.42006758,0.1911812722,12.0,301.536
5078,38th week,West Bengal,South Parganas,Acute Diarrhoeal Disease,115,,18,9,2014,22.5760669,88.42006758,0.1911812722,12.0,301.536
5079,38th week,Bihar,Banka,Acute Diarrhoeal Disease,29,,5,9,2014,24.8655681,86.87278642,0.3579548846,,300.335
5080,38th week,Bihar,Darbhanga,Acute Diarrhoeal Disease,81,,12,9,2014,26.08314325,86.03257097,0.6904417549,14.0,300.86
5081,38th week,Haryana,Kaithal,Acute Diarrhoeal Disease,14,1.0,5,9,2014,29.82282075,76.37830987,0.7375409567,,300.8266666
5082,38th week,Karnataka,Kolar,Dengue,22,1.0,4,9,2014,13.1367201,78.1337246,0.1895015586,4.0,
5083,38th week,Maharashtra,Chandrapur,Dengue,203,,16,8,2014,20.0967555,79.50454752,0.07242927172,15.0,301.8666666
5084,38th week,Maharashtra,Jalna,Dengue,15,2.0,10,9,2014,19.91883295,75.87085986,1.510543968,10.0,301.87
5085,38th week,Uttar Pradesh,Firozabad,Acute Diarrhoeal Disease,17,,8,9,2014,27.17736635,78.38991198,0.6690036075,12.0,297.59000000000003
5086,38th week,Uttar Pradesh,Siddharth Nagar,Acute Diarrhoeal Disease,16,1.0,10,9,2014,27.25264095,82.86964796,0.270232543,15.0,300.976
5087,38th week,Assam,Lakhimpur,Cholera,132,4.0,4,9,2014,27.0827158,93.9978423,0.2732600276,24.0,302.944
5088,39th week,Telangana,Medak,Acute Diarrhoeal Disease,14,,20,9,2014,17.9375095,78.21174499,0.2963973753,10.0,304.22
5089,39th week,Telangana,Nalgonda,Malaria,31,,21,9,2014,16.8579636,79.21749353,0.7103140646,,301.69
5090,39th week,Chhattisgarh,Raipur,Acute Diarrhoeal Disease,57,,15,9,2014,21.2380912,81.6336993,0.3394392926,23.0,297.7733334
5091,39th week,Gujarat,Vadodara,Acute Diarrhoeal Disease,33,,22,9,2014,22.2973142,73.1942567,0.1068458317,,301.83
5092,39th week,Madhya Pradesh,Khandwa,Malaria,7,,21,9,2014,21.9778642,76.56882823,0.08590790613,,301.85
5093,39th week,Punjab,Sangrur,Cholera,94,,23,9,2014,30.2093363,75.81842243,0.01133081453,20.0,302.30333340000004
5094,39th week,Tamil Nadu,Thiruvannamalai,Chikungunya,11,,19,9,2014,9.539867,77.6197904,0.09246116795,5.0,315.5333334
5095,39th week,Tamil Nadu,Virudhunagar,Chikungunya,18,,24,9,2014,9.5208936,77.8784564,0.07242752053,6.0,315.04
5096,39th week,Tamil Nadu,Thanjavur,Chikungunya,28,,26,9,2014,10.7860267,79.1381497,0.2006695863,7.0,307.11
5097,39th week,West Bengal,Hooghly,Acute Diarrhoeal Disease,224,,26,9,2014,22.9052114,88.3760639,0.9803978433,21.0,300.3
5098,39th week,Chhattisgarh,Raipur,Dengue,12,,11,9,2014,21.2380912,81.6336993,0.7833120475,6.0,
5099,39th week,Chhattisgarh,Rajnandgaon,Acute Diarrhoeal Disease,45,,9,9,2014,20.9727404,80.69155548,1.048032584,4.0,299.02
5100,39th week,Maharashtra,Amravati,Acute Diarrhoeal Disease,112,1.0,18,9,2014,20.9521098,77.7333168,0.2462069483,19.0,301.13599999999997
5101,39th week,Sikkim,North Sikkim,Acute Diarrhoeal Disease,24,,6,9,2014,27.666667,88.5,0.4646315671,,288.98400000000004
5102,39th week,Tamil Nadu,Vellore,Dengue,21,,6,9,2014,12.7948109,79.0006411,0.292709877,,309.02
5103,39th week,Uttar Pradesh,Firozabad,Acute Diarrhoeal Disease,13,,15,9,2014,27.17736635,78.38991198,0.3821883913,13.0,300.96500000000003
5104,39th week,Karnataka,Raichur,Dengue,506,,2,6,2014,16.083333,77.166667,0.0756798985,,311.936
5105,39th week,Maharashtra,Gadchiroli,Malaria,12,1.0,17,9,2014,19.75907035,80.16228073,0.5640343903,22.0,302.1
5106,40th week,Bihar,Araria,Acute Encephalitis Syndrome,8,8.0,25,9,2014,26.26498795,87.37162648,1.437847149,16.0,299.29
5107,40th week,Bihar,Katihar,Acute Diarrhoeal Disease,19,,21,9,2014,25.5591001,87.64745596,0.6517010335,,301.34000000000003
5108,40th week,Bihar,Katihar,Acute Diarrhoeal Disease,15,,4,10,2014,25.5591001,87.64745596,0.09867226591,21.0,301.1966666
5109,40th week,Chhattisgarh,Raipur,Acute Diarrhoeal Disease,24,,20,9,2014,21.2380912,81.6336993,0.4085817277,23.0,300.74
5110,40th week,Chhattisgarh,Raipur,Dengue,17,,19,9,2014,21.2380912,81.6336993,0.4570254535,23.0,300.34000000000003
5111,40th week,Gujarat,Kheda,Acute Diarrhoeal Disease,13,,30,9,2014,22.75,72.833333,0.02370517307,,305.0166666
5112,40th week,Gujarat,Vadodara,Cholera,35,,1,10,2014,22.2973142,73.1942567,0.05149728213,13.0,305.4266666
5113,40th week,Karnataka,Dharwad,Chikungunya,23,,29,9,2014,15.4540505,75.0066516,0.5149593121,,306.145
5114,40th week,Maharashtra,Amravati,Dengue,156,,26,9,2014,20.9521098,77.7333168,0.02353522183,22.0,302.8566666
5115,40th week,Maharashtra,Beed,Dengue And Chikungunya,52,,25,9,2014,18.9918442,75.909784,0.02988111854,14.0,307.3266666
5116,40th week,Maharashtra,Jalgaon,Dengue,25,,29,9,2014,20.84288265,75.52612464,0.004048963017,,305.05
5117,40th week,Madhya Pradesh,Morena,Malaria,25,,25,9,2014,26.166667,77.5,0.0001201364004,15.0,306.25
5118,40th week,Madhya Pradesh,Morena,Malaria,18,,27,9,2014,26.166667,77.5,9.19e-05,15.0,307.6733334
5119,40th week,Tamil Nadu,Kancheepuram,Dengue,31,,4,10,2014,12.87960515,79.70427615,0.1684029954,14.0,303.54
5120,40th week,Tamil Nadu,Ramanathapuram,Acute Diarrhoeal Disease,11,,2,10,2014,9.3895523,78.85907072,,6.0,306.67
5121,40th week,West Bengal,Dakshin Dinajpur,Cholera,23,,30,9,2014,25.38703085,88.50471505,0.1735476764,,298.3566666
5122,40th week,West Bengal,Howrah,Acute Diarrhoeal Disease,17,,25,9,2014,22.5736296,88.3251045,0.742394535,20.0,299.32
5123,40th week,West Bengal,Medinipur West,Cholera,148,,24,9,2014,22.4221814,87.3221281,0.7540796909,20.0,301.72
5124,40th week,Bihar,Gaya,Malaria,110,,17,9,2014,24.7964355,85.0079563,0.8045851698,15.0,302.0
5125,40th week,Chhattisgarh,Raigarh,Acute Diarrhoeal Disease,40,,18,8,2014,22.5,83.5,1.032148113,14.0,301.28000000000003
5126,40th week,Karnataka,Ballari,Chikungunya,83,,15,9,2014,15.2485413,76.8323648,0.04296357241,10.0,302.74
5127,40th week,West Bengal,Hooghly,Acute Diarrhoeal Disease,362,,26,9,2014,22.9052114,88.3760639,0.9803978433,21.0,300.3
5128,41st week,Bihar,Araria,Acute Diarrhoeal Disease,17,,8,10,2014,26.26498795,87.37162648,0.0609829387,,303.024
5129,41st week,Bihar,Saharsa,Acute Diarrhoeal Disease,80,6.0,4,10,2014,25.83264165,86.61489283,0.2116607778,23.0,301.23
5130,41st week,Kerala,Wayanad,Acute Diarrhoeal Disease,28,,7,10,2014,11.715219,76.12690295,0.6581345425,,299.752
5131,41st week,Madhya Pradesh,Morena,Malaria,52,,4,10,2014,26.166667,77.5,0.004383793995,12.0,309.95
5132,41st week,Madhya Pradesh,Morena,Malaria,20,,5,10,2014,26.166667,77.5,0.004385063387,12.0,310.45
5133,41st week,Tamil Nadu,Kancheepuram,Dengue And Chikungunya,16,,10,10,2014,12.87960515,79.70427615,0.736985229,12.0,304.685
5134,41st week,Maharashtra,Nagpur,Chikungunya,15,1.0,21,9,2014,21.1498134,79.0820556,0.04046361516,,303.068
5135,41st week,Maharashtra,Nagpur,Dengue,30,1.0,20,9,2014,21.1498134,79.0820556,0.05902523312,18.0,303.068
5136,42nd week,Assam,Goalpara,Acute Diarrhoeal Disease,12,,9,10,2014,26.1783623,90.6226683,0.03946386326,16.0,302.05333340000004
5137,42nd week,Karnataka,Haveri,Acute Diarrhoeal Disease,13,,16,10,2014,14.7874825,75.3996731,0.2847634625,,298.705
5138,42nd week,Karnataka,Kolar,Dengue,20,,13,10,2014,13.1367201,78.1337246,0.6437505132,10.0,303.575
5139,42nd week,Maharashtra,Ahmednagar,Dengue,11,,8,10,2014,19.1627725,74.8580243,0.01178910545,,311.768
5140,42nd week,Maharashtra,Amravati,Acute Diarrhoeal Disease,30,,9,10,2014,20.9521098,77.7333168,0.03122804257,16.0,306.4033334
5141,42nd week,Maharashtra,Jalgaon,Acute Diarrhoeal Disease,35,,14,10,2014,20.84288265,75.52612464,0.01547944528,15.0,306.372
5142,42nd week,Maharashtra,Jalna,Dengue,20,1.0,6,10,2014,19.91883295,75.87085986,0.009091637421,13.0,310.4833334
5143,42nd week,Madhya Pradesh,Satna,Acute Diarrhoeal Disease,11,,11,10,2014,24.5,81.0,0.03681917971,15.0,305.356
5144,42nd week,Odisha,Balangir,Cholera,40,1.0,6,10,2014,20.74978325,83.44097217,0.04293001103,23.0,303.716
5145,42nd week,Odisha,Ganjam,Acute Diarrhoeal Disease,15,1.0,10,10,2014,19.4129711,85.04710406,,10.0,300.476
5146,42nd week,Tamil Nadu,Madurai,Chikungunya,22,,11,10,2014,9.9261153,78.1140983,0.4587254372,8.0,309.7366666
5147,42nd week,Uttar Pradesh,Shravasti,Acute Diarrhoeal Disease,17,2.0,10,10,2014,27.5083429,82.0263569,0.01535263721,13.0,302.64
5148,42nd week,Uttar Pradesh,Siddharth Nagar,Acute Diarrhoeal Disease,17,2.0,8,10,2014,27.25264095,82.86964796,0.01986413341,,301.53000000000003
5149,42nd week,Delhi,Central Delhi,Acute Diarrhoeal Disease,21,,18,9,2014,28.69854835,77.21939069,0.04855303631,11.0,303.6466666
5150,42nd week,Karnataka,Kolar,Chikungunya,36,,25,9,2014,13.1367201,78.1337246,0.3073141933,8.0,307.76
5151,42nd week,Odisha,Rayagada,Acute Diarrhoeal Disease,129,,27,9,2014,19.17209585,83.33503085,0.1738938344,30.0,301.7066666
5152,42nd week,West Bengal,North 24 Parganas,Dengue,225,,22,9,2014,22.642931,88.8930579,0.788186879,,301.89
5153,42nd week,Bihar,Araria,Acute Encephalitis Syndrome,6,5.0,5,10,2014,26.26498795,87.37162648,0.138384291,27.0,301.26
5154,42nd week,West Bengal,Hooghly,Cholera,372,,26,9,2014,22.9052114,88.3760639,0.9803978433,21.0,300.3
5155,43rd week,Assam,Kokrajhar,Acute Diarrhoeal Disease,32,1.0,20,10,2014,26.58687695,90.29293105,0.1488913486,44.0,297.1333334
5156,43rd week,Bihar,Patna,Dengue,11,1.0,14,10,2014,25.6093239,85.1235252,0.3067623681,11.0,300.856
5157,43rd week,Chhattisgarh,Raipur,Acute Diarrhoeal Disease,41,,3,10,2014,21.2380912,81.6336993,0.0001719088613,26.0,303.056
5158,43rd week,Jharkhand,West Singhbhum,Acute Diarrhoeal Disease,20,,17,10,2014,22.7859232,86.1716093,0.6140622043,19.0,299.62
5159,43rd week,Madhya Pradesh,Rewa,Acute Diarrhoeal Disease,12,,15,10,2014,24.756718,81.65493469,0.5880790668,,305.8866666
5160,44th week,Haryana,Ambala,Acute Diarrhoeal Disease,24,,1,11,2014,30.3843674,76.770421,0.01122619996,,300.24
5161,44th week,Karnataka,Haveri,Acute Diarrhoeal Disease,10,,27,10,2014,14.7874825,75.3996731,0.70165375,29.0,302.3
5162,44th week,Karnataka,Raichur,Acute Diarrhoeal Disease,22,,18,10,2014,16.083333,77.166667,0.004321315359,17.0,304.548
5163,44th week,Karnataka,Raichur,Dengue,42,,30,10,2014,16.083333,77.166667,0.4558779309,16.0,305.14
5164,44th week,Maharashtra,Amravati,Acute Diarrhoeal Disease,71,,24,10,2014,20.9521098,77.7333168,0.03259617947,,308.85200000000003
5165,44th week,Madhya Pradesh,Burhanpur,Dengue,25,,27,10,2014,21.3118839,76.2291992,0.03984815124,11.0,307.7333334
5166,44th week,Madhya Pradesh,Morena,Malaria,138,1.0,25,10,2014,26.166667,77.5,0.0002009514016,7.0,309.1633334
5167,44th week,Punjab,Moga,Cholera,13,,30,10,2014,30.7839866,75.16057423,0.0447774158,6.0,301.81
5168,44th week,Tamil Nadu,Thanjavur,Chikungunya,86,,30,10,2014,10.7860267,79.1381497,0.4247855229,8.0,302.4066666
5169,44th week,Tamil Nadu,Cuddalore,Acute Diarrhoeal Disease,83,,27,10,2014,11.7564329,79.7634644,0.8588027256,9.0,300.325
5170,44th week,West Bengal,Malda,Dengue,32,2.0,28,10,2014,25.0057449,88.1398483,0.05474470437,16.0,301.48
5171,44th week,Karnataka,Chikkaballapur,Chikungunya,69,,15,10,2014,13.6102243,77.5127721,0.3633717724,,304.12
5172,44th week,Maharashtra,Nagpur,Dengue,49,2.0,3,10,2014,21.1498134,79.0820556,0.000804808209,19.0,306.6533334
5173,44th week,Maharashtra,Nashik,Dengue,10,,9,10,2014,20.0112475,73.7902364,0.1019110467,19.0,304.5966666
5174,44th week,Maharashtra,Wardha,Dengue,18,2.0,28,8,2014,20.82562315,78.6131455,0.6756161029,,302.42
5175,44th week,West Bengal,Birbhum,Dengue,28,,10,7,2014,24.0,87.583333,0.9084384399,7.0,
5176,44th week,West Bengal,Birbhum,Dengue,82,,7,10,2014,24.0,87.583333,0.07103023029,,300.79200000000003
5177,45th week,Assam,Jorhat,Acute Diarrhoeal Disease,22,,2,11,2014,26.7577925,94.2079645,0.01729844128,15.0,300.18333340000004
5178,45th week,Bihar,East Champaran,Cholera,21,1.0,29,10,2014,26.5475298,84.6717583,0.04125474081,13.0,300.868
5179,45th week,Bihar,Araria,Acute Encephalitis Syndrome,5,5.0,4,11,2014,26.26498795,87.37162648,0.03353428156,14.0,302.248
5180,45th week,Gujarat,Surat,Acute Diarrhoeal Disease,37,,5,11,2014,21.19177615,72.95441578,5.36e-05,10.0,306.3933334
5181,45th week,Haryana,Sirsa,Acute Diarrhoeal Disease,31,,8,11,2014,29.583333,75.083333,0.01078927966,,303.572
5182,45th week,Jharkhand,Deoghar,Acute Diarrhoeal Disease,28,,31,10,2014,24.4766423,86.60673245,0.03162830155,,302.875
